,DateTime,CoolantFlow,ProgramStatus,ProgramDetail,ToolNumber,PocketTable,DriveStatus,DoorStatusMain,DoorStatusTooling,CabinDoorLockFront,CabinDoorLockSide,DNCMode,SpindleCleaning,ChipCleaningGunStatus,OverrideSpindle,OverrideFeed,FeedRate,SpindleSpeed,SpindleApproval,RapidTraverseKey,PowerConsumption,IndoorGPSx,IndoorGPSy,Phase,Phase_compressed,Production
0,2021-11-26 07:15:36,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,2000.0,0.0,0.0,2266.89,-0.262,0.886,20,4,0
1,2021-11-26 07:15:38,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,2271.58,-0.251,0.84,20,4,0
2,2021-11-26 07:15:40,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,2268.06,-0.234,0.724,20,4,0
6358,2021-11-26 07:15:41,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,2273.13,-0.231,0.741,20,4,0
3,2021-11-26 07:15:42,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3100.0,1999.0,0.0,0.0,2161.17,-0.207,0.73,20,4,0
4,2021-11-26 07:15:44,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,2000.0,0.0,0.0,2122.94,-0.204,0.731,20,4,0
6594,2021-11-26 07:15:46,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,2106.56,-0.2,0.736,20,4,0
5,2021-11-26 07:15:47,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3326.6666666666665,1999.0,0.0,0.0,2101.87,-0.11,0.794,20,4,0
6,2021-11-26 07:15:48,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,2000.0,0.0,0.0,2112.41,-0.232,0.747,20,4,0
7,2021-11-26 07:15:50,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,2114.75,-0.252,0.809,20,4,0
6058,2021-11-26 07:15:53,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,2428.4,-0.168,0.752,20,4,0
8,2021-11-26 07:15:54,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,2426.45,-0.209,0.765,20,4,0
9,2021-11-26 07:15:55,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,2430.73,-0.229,0.771,20,4,0
10,2021-11-26 07:15:56,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,2429.95,-0.253,0.762,20,4,0
11,2021-11-26 07:15:58,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,2000.0,0.0,0.0,2410.06,-0.261,0.767,20,4,0
12,2021-11-26 07:16:00,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,2616.82,-0.188,0.898,20,4,0
13,2021-11-26 07:16:03,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,2000.0,0.0,0.0,2104.22,-0.285,0.844,20,4,0
14,2021-11-26 07:16:07,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,2103.05,-0.218,0.74,20,4,0
15,2021-11-26 07:16:08,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,2000.0,0.0,0.0,2114.36,-0.191,0.726,20,4,0
16,2021-11-26 07:16:11,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,2000.0,0.0,0.0,2187.69,-0.179,0.718,20,4,0
6595,2021-11-26 07:16:13,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,2263.38,-0.176,0.725,20,4,0
17,2021-11-26 07:16:14,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,2000.0,0.0,0.0,2249.33,-0.158,0.735,20,4,0
18,2021-11-26 07:16:16,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,2000.0,0.0,0.0,2276.26,-0.182,0.742,20,4,0
19,2021-11-26 07:16:19,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,1672.0,1999.0,0.0,0.0,2118.26,-0.25,0.769,20,4,0
20,2021-11-26 07:16:21,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,2095.64,-0.237,0.765,20,4,0
21,2021-11-26 07:16:22,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,2103.43,-0.242,0.754,20,4,0
22,2021-11-26 07:16:24,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,2148.68,-0.236,0.755,20,4,0
23,2021-11-26 07:16:27,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,2000.0,0.0,0.0,2131.13,-0.256,0.796,20,4,0
24,2021-11-26 07:16:28,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,2266.11,-0.235,0.763,20,4,0
25,2021-11-26 07:16:30,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,2000.0,0.0,0.0,2415.91,-0.204,0.748,20,4,0
26,2021-11-26 07:16:32,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,2415.53,-0.217,0.745,20,4,0
27,2021-11-26 07:16:34,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,2000.0,0.0,0.0,2423.71,-0.265,0.8,20,4,0
28,2021-11-26 07:16:37,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,2581.71,-0.25,0.807,20,4,0
29,2021-11-26 07:16:38,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,2000.0,0.0,0.0,2995.61,-0.253,0.805,20,4,0
30,2021-11-26 07:16:41,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,2111.24,-0.328,0.975,20,4,0
31,2021-11-26 07:16:43,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,2000.0,0.0,0.0,2102.66,-0.346,1.002,20,4,0
32,2021-11-26 07:16:44,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,2124.11,-0.313,0.98,20,4,0
6059,2021-11-26 07:16:47,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,2124.11,-0.362,1.016,20,4,0
33,2021-11-26 07:16:48,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,2245.82,-0.332,1.005,20,4,0
34,2021-11-26 07:16:51,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,2000.0,0.0,0.0,2268.06,-0.322,0.98,20,4,0
35,2021-11-26 07:16:52,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,2262.99,-0.264,0.944,20,4,0
36,2021-11-26 07:16:54,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,2000.0,0.0,0.0,2275.09,-0.23,0.976,20,4,0
37,2021-11-26 07:16:56,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,2000.0,0.0,0.0,2097.19,-0.266,0.991,20,4,0
38,2021-11-26 07:16:59,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,2117.09,-0.392,1.087,20,4,0
39,2021-11-26 07:17:01,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,2097.19,-0.328,0.96,20,4,0
40,2021-11-26 07:17:02,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,2000.0,0.0,0.0,2388.21,-0.332,0.924,20,4,0
41,2021-11-26 07:17:04,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,608.0,1999.0,0.0,0.0,2349.98,-0.251,0.893,20,4,0
42,2021-11-26 07:17:08,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,2417.87,-0.376,0.843,20,4,0
43,2021-11-26 07:17:10,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,2000.0,0.0,0.0,2415.91,-0.328,0.8,20,4,0
44,2021-11-26 07:17:12,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,2424.89,-0.346,0.865,20,4,0
6031,2021-11-26 07:17:14,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,2128.8,-0.357,0.81,20,4,0
45,2021-11-26 07:17:15,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,2155.32,-0.371,0.81,20,4,0
46,2021-11-26 07:17:16,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,2103.05,-0.425,0.809,20,4,0
47,2021-11-26 07:17:18,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,2000.0,0.0,0.0,2114.75,-0.246,0.877,20,4,0
48,2021-11-26 07:17:21,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,2102.66,-0.301,0.874,20,4,0
49,2021-11-26 07:17:23,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,2000.0,0.0,0.0,2248.16,-0.341,0.879,20,4,0
50,2021-11-26 07:17:24,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,2250.11,-0.376,0.842,20,4,0
6502,2021-11-26 07:17:25,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,2249.34,-0.433,0.751,20,4,0
6596,2021-11-26 07:17:27,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,2000.0,0.0,0.0,2243.48,-0.323,0.807,20,4,0
51,2021-11-26 07:17:28,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,2267.28,-0.27,0.846,20,4,0
52,2021-11-26 07:17:30,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,2000.0,0.0,0.0,2297.32,-0.41,1.051,20,4,0
53,2021-11-26 07:17:32,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,2000.0,0.0,0.0,2108.12,-0.339,1.965,20,4,0
6503,2021-11-26 07:17:33,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,2000.0,0.0,0.0,2093.29,-0.424,2.332,20,4,0
54,2021-11-26 07:17:35,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,2101.49,-0.588,2.524,1,1,0
55,2021-11-26 07:17:36,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,2000.0,0.0,0.0,2108.9,-0.848,2.764,1,1,0
56,2021-11-26 07:17:38,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,2000.0,0.0,0.0,2120.6,-1.07,2.971,1,1,0
6060,2021-11-26 07:17:41,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,2000.0,0.0,0.0,2421.38,-1.152,3.046,1,1,0
57,2021-11-26 07:17:42,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,2000.0,0.0,0.0,2423.71,-1.159,3.053,1,1,0
58,2021-11-26 07:17:56,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,2000.0,0.0,0.0,2172.09,-1.094,1.746,1,1,0
6504,2021-11-26 07:17:57,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,2000.0,0.0,0.0,2109.29,-1.032,0.966,1,1,0
59,2021-11-26 07:17:58,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,2108.9,-0.998,0.535,1,1,0
6061,2021-11-26 07:18:01,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,2246.99,-0.963,0.092,1,1,0
60,2021-11-26 07:18:02,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,2254.02,-0.96,0.051,1,1,0
61,2021-11-26 07:18:03,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,2000.0,0.0,0.0,2256.36,-0.958,0.029,1,1,0
62,2021-11-26 07:18:04,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,2000.0,0.0,0.0,2277.42,-0.957,0.016,1,1,0
63,2021-11-26 07:18:06,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,2273.91,-0.956,0.006,1,1,0
64,2021-11-26 07:18:12,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,2000.0,0.0,0.0,2093.68,-0.959,0.002,1,1,0
6505,2021-11-26 07:18:13,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,2000.0,0.0,0.0,2104.6,-0.958,0.002,1,1,0
65,2021-11-26 07:18:15,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,2000.0,0.0,0.0,2130.35,-0.956,0.001,1,1,0
66,2021-11-26 07:18:17,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,2000.0,0.0,0.0,2174.44,-0.956,0.001,1,1,0
67,2021-11-26 07:18:19,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,2420.21,-0.958,0.002,1,1,0
6062,2021-11-26 07:18:21,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,2413.96,-0.956,0.001,1,1,0
68,2021-11-26 07:18:22,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,2000.0,0.0,0.0,2414.75,-0.956,0.001,1,1,0
69,2021-11-26 07:18:27,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,2106.55,-0.959,0.002,1,1,0
70,2021-11-26 07:18:46,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,2101.87,-1.116,0.005,1,1,0
71,2021-11-26 07:18:49,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,2000.0,0.0,0.0,2119.05,-1.153,0.002,1,1,0
72,2021-11-26 07:18:51,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,2141.66,-1.163,0.001,1,1,0
73,2021-11-26 07:18:52,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,2000.0,0.0,0.0,2124.11,-1.165,0.001,1,1,0
6597,2021-11-26 07:18:55,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,2420.2,-1.168,0.001,1,1,0
74,2021-11-26 07:18:56,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,2420.2,-1.168,0.001,1,1,0
75,2021-11-26 07:18:57,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,2000.0,0.0,0.0,2412.01,-1.167,0.001,1,1,0
76,2021-11-26 07:18:59,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,2399.14,-1.167,0.001,1,1,0
77,2021-11-26 07:19:00,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,2000.0,0.0,0.0,2404.21,-1.167,0.001,1,1,0
6506,2021-11-26 07:19:01,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,2000.0,0.0,0.0,2413.18,-1.167,0.001,1,1,0
78,2021-11-26 07:19:02,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,1719.0,2000.0,0.0,0.0,2412.79,-1.167,0.001,1,1,0
79,2021-11-26 07:19:05,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,2115.13,-1.167,0.001,1,1,0
80,2021-11-26 07:19:07,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,2000.0,0.0,0.0,2121.38,-1.167,0.001,1,1,0
6598,2021-11-26 07:19:08,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,2000.0,0.0,0.0,2105.39,-1.167,0.001,1,1,0
81,2021-11-26 07:19:09,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,2000.0,0.0,0.0,2108.12,-1.167,0.001,1,1,0
82,2021-11-26 07:19:10,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,2107.73,-1.167,0.001,1,1,0
83,2021-11-26 07:19:13,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,2249.33,-1.167,0.001,1,1,0
6032,2021-11-26 07:19:15,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,2257.53,-1.167,0.001,1,1,0
84,2021-11-26 07:19:16,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,2000.0,0.0,0.0,2268.84,-1.167,0.001,1,1,0
6507,2021-11-26 07:19:17,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,2000.0,0.0,0.0,2277.42,-1.167,0.001,1,1,0
85,2021-11-26 07:19:18,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,2270.41,-1.167,0.001,1,1,0
86,2021-11-26 07:19:21,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,2103.04,-1.168,0.001,1,1,0
87,2021-11-26 07:19:23,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,2000.0,0.0,0.0,2099.53,-1.169,0.001,1,1,0
88,2021-11-26 07:19:27,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,2122.94,-1.167,0.001,1,1,0
89,2021-11-26 07:19:29,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,2000.0,0.0,0.0,2199.01,-1.169,0.001,1,1,0
90,2021-11-26 07:19:31,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,2428.4,-1.169,0.002,1,1,0
91,2021-11-26 07:19:36,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,2431.52,-1.171,0.002,1,1,0
92,2021-11-26 07:19:37,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,2000.0,0.0,0.0,2419.03,-1.169,0.001,1,1,0
93,2021-11-26 07:19:39,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,1907.0,2000.0,0.0,0.0,2107.73,-1.167,0.001,1,1,0
94,2021-11-26 07:19:40,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,2156.49,-1.167,0.001,1,1,0
6508,2021-11-26 07:19:41,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,2929.0,1999.0,0.0,0.0,2118.65,-1.167,0.001,1,1,0
95,2021-11-26 07:19:43,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,2096.02,-0.354,2.13,1,1,0
96,2021-11-26 07:19:45,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,2124.11,-0.139,2.571,1,1,0
97,2021-11-26 07:19:47,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,2000.0,0.0,0.0,2106.55,-0.058,2.056,1,1,0
6063,2021-11-26 07:19:49,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,2000.0,0.0,0.0,2270.41,-0.202,1.235,1,1,0
98,2021-11-26 07:19:50,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,2000.0,0.0,0.0,2263.38,-0.275,1.062,7,1,0
99,2021-11-26 07:19:51,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,2000.0,0.0,0.0,2252.85,-0.338,0.874,7,1,0
