,DateTime,CoolantFlow,ProgramStatus,ProgramDetail,ToolNumber,PocketTable,DriveStatus,DoorStatusMain,DoorStatusTooling,CabinDoorLockFront,CabinDoorLockSide,DNCMode,SpindleCleaning,ChipCleaningGunStatus,OverrideSpindle,OverrideFeed,FeedRate,SpindleSpeed,SpindleApproval,RapidTraverseKey,PowerConsumption,IndoorGPSx,IndoorGPSy,Phase,Phase_compressed,Production
801,2021-11-26 07:54:39,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2146.34,-1.165,4.852,8,1,0
802,2021-11-26 07:54:42,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2117.09,-1.165,4.851,8,1,0
803,2021-11-26 07:54:43,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2132.3,-1.165,4.851,8,1,0
804,2021-11-26 07:54:45,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2406.55,-1.166,4.856,8,1,0
805,2021-11-26 07:54:47,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2127.62,-1.165,4.852,8,1,0
806,2021-11-26 07:54:51,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2123.72,-1.166,4.853,8,1,0
807,2021-11-26 07:54:53,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2135.81,-1.165,4.851,8,1,0
6630,2021-11-26 07:54:55,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2128.79,-1.165,4.85,8,1,0
808,2021-11-26 07:54:56,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2111.24,-1.165,4.85,8,1,0
809,2021-11-26 07:54:57,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,3015.89,-1.165,4.85,8,1,0
810,2021-11-26 07:54:59,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2132.3,-1.165,4.85,8,1,0
811,2021-11-26 07:55:02,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2114.75,-1.165,4.85,8,1,0
812,2021-11-26 07:55:05,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2123.72,-1.165,4.852,8,1,0
813,2021-11-26 07:55:07,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2127.62,-1.165,4.85,8,1,0
814,2021-11-26 07:55:09,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2117.48,-1.165,4.85,8,1,0
815,2021-11-26 07:55:11,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2127.62,-1.165,4.849,8,1,0
816,2021-11-26 07:55:13,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2127.62,-1.165,4.849,8,1,0
817,2021-11-26 07:55:16,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2119.43,-1.166,4.853,8,1,0
818,2021-11-26 07:55:17,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2126.45,-1.165,4.851,8,1,0
819,2021-11-26 07:55:19,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2133.86,-1.165,4.85,8,1,0
820,2021-11-26 07:55:22,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2113.58,-1.166,4.858,8,1,0
821,2021-11-26 07:55:23,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2418.25,-1.166,4.854,8,1,0
822,2021-11-26 07:55:27,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2129.57,-1.165,4.852,8,1,0
823,2021-11-26 07:55:29,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2125.28,-1.165,4.849,8,1,0
824,2021-11-26 07:55:31,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2137.76,-1.165,4.849,8,1,0
825,2021-11-26 07:55:33,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2130.74,-1.165,4.848,8,1,0
826,2021-11-26 07:55:36,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2142.83,-1.165,4.852,8,1,0
827,2021-11-26 07:55:37,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2124.11,-1.165,4.85,8,1,0
828,2021-11-26 07:55:39,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2133.47,-1.165,4.849,8,1,0
829,2021-11-26 07:55:42,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2121.77,-1.165,4.848,8,1,0
830,2021-11-26 07:55:45,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2131.52,-1.165,4.85,8,1,0
831,2021-11-26 07:55:47,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2206.03,-1.165,4.848,8,1,0
832,2021-11-26 07:55:49,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2128.79,-1.165,4.848,8,1,0
833,2021-11-26 07:55:51,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2121.77,-1.164,4.847,8,1,0
834,2021-11-26 07:55:53,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2142.83,-1.164,4.847,8,1,0
835,2021-11-26 07:55:55,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2132.3,-1.165,4.851,8,1,0
836,2021-11-26 07:55:57,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2128.4,-1.165,4.848,8,1,0
837,2021-11-26 07:55:59,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2223.59,-1.165,4.851,8,1,0
6105,2021-11-26 07:56:01,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2115.92,-1.165,4.848,8,1,0
838,2021-11-26 07:56:02,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2125.28,-1.165,4.848,8,1,0
839,2021-11-26 07:56:03,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2127.23,-1.164,4.847,8,1,0
840,2021-11-26 07:56:05,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2132.3,-1.164,4.847,8,1,0
6106,2021-11-26 07:56:08,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2129.18,-1.164,4.847,8,1,0
841,2021-11-26 07:56:09,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2122.94,-1.164,4.847,8,1,0
842,2021-11-26 07:56:11,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2956.99,-1.164,4.847,8,1,0
843,2021-11-26 07:56:15,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2131.91,-1.165,4.848,8,1,0
844,2021-11-26 07:56:17,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2110.46,-1.164,4.847,8,1,0
845,2021-11-26 07:56:19,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2126.45,-1.164,4.846,8,1,0
6107,2021-11-26 07:56:21,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2128.79,-1.164,4.846,8,1,0
846,2021-11-26 07:56:22,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2110.07,-1.164,4.846,8,1,0
847,2021-11-26 07:56:25,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2124.11,-1.165,4.848,8,1,0
848,2021-11-26 07:56:27,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2141.66,-1.164,4.846,8,1,0
849,2021-11-26 07:56:31,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2129.96,-1.166,4.855,8,1,0
850,2021-11-26 07:56:33,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2147.51,-1.166,4.854,8,1,0
851,2021-11-26 07:56:35,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2138.15,-1.165,4.848,8,1,0
852,2021-11-26 07:56:37,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2458.82,-1.164,4.846,8,1,0
853,2021-11-26 07:56:39,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2131.52,-1.164,4.846,8,1,0
6108,2021-11-26 07:56:41,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2136.2,-1.164,4.846,8,1,0
854,2021-11-26 07:56:42,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2125.28,-1.164,4.845,8,1,0
855,2021-11-26 07:56:43,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2126.45,-1.164,4.845,8,1,0
856,2021-11-26 07:56:45,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2131.91,-1.165,4.848,8,1,0
857,2021-11-26 07:56:48,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2119.82,-1.164,4.847,8,1,0
858,2021-11-26 07:56:51,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2158.04,-1.164,4.847,8,1,0
859,2021-11-26 07:56:53,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2119.43,-1.164,4.846,8,1,0
860,2021-11-26 07:56:55,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2119.43,-1.164,4.845,8,1,0
861,2021-11-26 07:57:02,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2982.34,-1.167,4.859,8,1,0
862,2021-11-26 07:57:03,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2138.15,-1.165,4.853,8,1,0
863,2021-11-26 07:57:05,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2144.78,-1.164,4.847,8,1,0
864,2021-11-26 07:57:08,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2138.54,-1.164,4.845,8,1,0
865,2021-11-26 07:57:11,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2129.97,-1.164,4.846,8,1,0
866,2021-11-26 07:57:13,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2152.2,-1.164,4.845,8,1,0
867,2021-11-26 07:57:15,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,3358.8,-1.164,4.845,8,1,0
868,2021-11-26 07:57:19,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2135.81,-1.164,4.844,8,1,0
6109,2021-11-26 07:57:21,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2151.03,-1.164,4.844,8,1,0
869,2021-11-26 07:57:22,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2118.26,-1.164,4.844,8,1,0
870,2021-11-26 07:57:23,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2133.47,-1.164,4.844,8,1,0
871,2021-11-26 07:57:25,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2140.1,-1.164,4.844,8,1,0
872,2021-11-26 07:57:28,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2131.52,-1.164,4.844,8,1,0
873,2021-11-26 07:57:29,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2142.83,-1.164,4.844,8,1,0
874,2021-11-26 07:57:31,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2132.69,-1.164,4.846,8,1,0
875,2021-11-26 07:57:33,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2131.91,-1.164,4.845,8,1,0
876,2021-11-26 07:57:35,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2139.32,-1.164,4.844,8,1,0
877,2021-11-26 07:57:37,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2144.0,-1.164,4.844,8,1,0
878,2021-11-26 07:57:39,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2140.49,-1.164,4.844,8,1,0
879,2021-11-26 07:57:41,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2128.79,-1.164,4.844,8,1,0
6426,2021-11-26 07:57:42,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2132.69,-1.164,4.844,8,1,0
880,2021-11-26 07:57:43,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2127.62,-1.164,4.844,8,1,0
881,2021-11-26 07:57:45,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2130.74,-1.164,4.844,8,1,0
882,2021-11-26 07:57:48,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2125.28,-1.164,4.846,8,1,0
883,2021-11-26 07:57:49,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2115.53,-1.164,4.845,8,1,0
884,2021-11-26 07:57:51,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2121.77,-1.164,4.844,8,1,0
885,2021-11-26 07:57:53,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2138.15,-1.164,4.844,8,1,0
886,2021-11-26 07:57:55,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2144.79,-0.351,4.536,8,1,0
887,2021-11-26 07:57:59,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2134.25,-0.158,3.282,8,1,0
888,2021-11-26 07:58:01,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2142.83,-0.493,2.729,8,1,0
889,2021-11-26 07:58:03,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2191.99,-0.594,2.384,8,1,0
890,2021-11-26 07:58:05,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2138.15,-0.549,2.258,8,1,0
6631,2021-11-26 07:58:07,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2146.35,-0.537,1.982,8,1,0
891,2021-11-26 07:58:08,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2141.66,-0.549,1.941,8,1,0
892,2021-11-26 07:58:09,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2122.16,-0.511,1.886,8,1,0
893,2021-11-26 07:58:11,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2141.66,-0.481,1.835,8,1,0
894,2021-11-26 07:58:13,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2129.96,-0.469,1.821,8,1,0
895,2021-11-26 07:58:15,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2156.49,-0.511,2.013,8,1,0
896,2021-11-26 07:58:17,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2134.64,-0.545,2.041,8,1,0
897,2021-11-26 07:58:19,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2134.64,-0.592,2.15,8,1,0
898,2021-11-26 07:58:21,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2142.44,-0.795,1.948,8,1,0
899,2021-11-26 07:58:23,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2142.44,-0.86,1.847,8,1,0
900,2021-11-26 07:58:25,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2128.79,-0.789,1.824,8,1,0
6632,2021-11-26 07:58:27,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2149.86,-0.872,1.793,8,1,0
901,2021-11-26 07:58:28,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2137.77,-0.816,1.908,8,1,0
902,2021-11-26 07:58:29,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2773.25,-0.71,2.135,8,1,0
903,2021-11-26 07:58:34,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2127.62,-0.6,2.414,8,1,0
904,2021-11-26 07:58:35,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2136.98,-0.597,2.375,8,1,0
905,2021-11-26 07:58:37,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2128.79,-0.62,2.326,8,1,0
906,2021-11-26 07:58:39,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2139.32,-0.638,2.315,8,1,0
907,2021-11-26 07:58:41,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2127.62,-0.654,2.285,8,1,0
908,2021-11-26 07:58:43,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2126.45,-0.632,2.279,8,1,0
909,2021-11-26 07:58:45,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2126.84,-0.626,2.273,8,1,0
6110,2021-11-26 07:58:47,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2124.11,-0.704,2.283,8,1,0
910,2021-11-26 07:58:48,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2141.27,-0.875,2.219,8,1,0
911,2021-11-26 07:58:49,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2130.35,-1.03,2.774,8,1,0
912,2021-11-26 07:58:51,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2155.71,-0.78,3.047,8,1,0
913,2021-11-26 07:58:54,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2128.79,-1.1,4.137,8,1,0
914,2021-11-26 07:58:55,0.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,110.0,0.0,0.0,0.0,0.0,2128.01,-1.129,4.455,8,1,0
